row_number,commission_ratio,seller_price_per_instance,order_posting_number,order_created_date,item_sku,item_barcode,item_name,item_offer_id,legal_entity_document_number,legal_entity_document_sale_date,delivery_commission_amount,delivery_commission_bank_coinvestment,delivery_commission_bonus,delivery_commission_commission,delivery_commission_compensation,delivery_commission_pick_up_point_coinvestment,delivery_commission_price_per_instance,delivery_commission_quantity,delivery_commission_standard_fee,delivery_commission_stars,delivery_commission_total,return_commission_amount,return_commission_bank_coinvestment,return_commission_bonus,return_commission_commission,return_commission_compensation,return_commission_pick_up_point_coinvestment,return_commission_price_per_instance,return_commission_quantity,return_commission_standard_fee,return_commission_stars,return_commission_total
1,0.480000,11920.000000,80053401-2315-1,2026-6-24,1528634794,04610279152131,Жилет утепленный City Classic Жилетки женские стеганные на синтепухе Весна 2026,031820N11CJ 99 48,,,4492.160000,44.920000,7382.920000,0.000000,0.000000,0.000000,4492.160000,1,5721.600000,0.000000,6198.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
2,0.480000,11920.000000,0128406263-1598-1,2026-7-1,1528671849,04610279152148,Жилет утепленный City Classic Жилетки женские стеганные на синтепухе Весна 2026,031820N11CJ 99 50,,,5123.000000,51.230000,6745.770000,0.000000,0.000000,0.000000,5123.000000,1,5721.600000,0.000000,6198.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
3,0.480000,11920.000000,24235111-0411-1,2026-7-23,1528945076,04610279152155,Жилет утепленный City Classic Жилетки женские стеганные на синтепухе Весна 2026,031820N11CJ 99 52,,,5716.000000,57.160000,6146.840000,0.000000,0.000000,0.000000,5716.000000,1,5721.600000,0.000000,6198.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
4,0.480000,11920.000000,27361332-0044-2,2026-7-5,1528945076,04610279152155,Жилет утепленный City Classic Жилетки женские стеганные на синтепухе Весна 2026,031820N11CJ 99 52,,,4086.670000,40.870000,7792.460000,0.000000,0.000000,0.000000,4086.670000,1,5721.600000,0.000000,6198.400000,4086.670000,40.870000,7792.460000,0.000000,0.000000,0.000000,4086.670000,1,5721.600000,0.000000,6198.400000
5,0.480000,11920.000000,77000565-0234-1,2026-7-17,1528945076,04610279152155,Жилет утепленный City Classic Жилетки женские стеганные на синтепухе Весна 2026,031820N11CJ 99 52,,,6410.000000,0.000000,5510.000000,0.000000,0.000000,0.000000,6410.000000,1,5721.600000,0.000000,6198.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
6,0.480000,11350.000000,34146905-0284-3,2026-7-17,1533472584,04610279088188,Жилет утепленный NortFolk ВЕСНА 2026  Жилетка мужская утепленные стеганая  ,780951N11NJ 99 60,,,5060.500000,50.610000,6238.890000,0.000000,0.000000,0.000000,5060.500000,1,5448.000000,0.000000,5902.000000,5060.500000,50.610000,6238.890000,0.000000,0.000000,0.000000,5060.500000,1,5448.000000,0.000000,5902.000000
7,0.480000,11350.000000,0138936000-0149-2,2026-7-12,1533480098,04610279088058,Жилет утепленный NortFolk ВЕСНА 2026  Жилетка мужская утепленные стеганая  ,780951N11NJ 90 50,,,4618.100000,0.000000,6731.900000,0.000000,0.000000,0.000000,4618.100000,1,5448.000000,0.000000,5902.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
8,0.480000,7151.000000,0130479510-0381-1,2026-7-19,1533504998,04610279088171,Жилет утепленный NortFolk ВЕСНА 2026  Жилетка мужская утепленные стеганая  ,780951N11NJ 99 58,,,2445.610000,24.460000,4680.930000,0.000000,0.000000,0.000000,2445.610000,1,3432.480000,0.000000,3718.520000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
9,0.480000,12450.000000,70512711-0227-1,2026-7-10,1547884788,04680351432659,Куртка NortFolk,112481N22N 100 54,,,4723.040000,47.230000,7679.730000,0.000000,0.000000,0.000000,4723.040000,1,5976.000000,0.000000,6474.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
10,0.480000,8880.000000,84146334-0301-3,2026-7-18,1554964859,04610279107087,Куртка NortFolk,756951N01N 36 54,,,3611.430000,36.110000,5232.460000,0.000000,0.000000,0.000000,3611.430000,1,4262.400000,0.000000,4617.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
11,0.480000,21990.000000,0107150173-0374-1,2026-7-14,1555588176,04680654253302,Куртка NortFolk,433590Y21N 99/99 54,,,10338.000000,103.380000,11548.620000,0.000000,0.000000,0.000000,10338.000000,1,10555.200000,0.000000,11434.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
12,0.480000,21990.000000,64739824-1122-1,2026-7-18,1555588241,04680654253265,Куртка NortFolk,433590Y21N 99/99 46,,,10745.000000,107.450000,11137.550000,0.000000,0.000000,0.000000,10745.000000,1,10555.200000,0.000000,11434.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
13,0.480000,21990.000000,0210965669-0497-1,2026-7-10,1555588596,04670126878263,Куртка NortFolk,433590Y21N 99/99 48,,,8772.000000,87.720000,13130.280000,0.000000,0.000000,0.000000,8772.000000,1,10555.200000,0.000000,11434.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
14,0.480000,21990.000000,62252503-0393-1,2026-7-8,1555588711,04680654253296,Куртка NortFolk,433590Y21N 99/99 52,,,10136.000000,101.360000,11752.640000,0.000000,0.000000,0.000000,10136.000000,1,10555.200000,0.000000,11434.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
15,0.480000,21990.000000,58729040-0825-3,2026-7-24,1555588791,04680654253630,Куртка NortFolk,433590Y21N 99/18 56,,,10755.000000,107.550000,11127.450000,0.000000,0.000000,0.000000,10755.000000,1,10555.200000,0.000000,11434.800000,10755.000000,107.550000,11127.450000,0.000000,0.000000,0.000000,10755.000000,1,10555.200000,0.000000,11434.800000
16,0.480000,21990.000000,62691356-0200-1,2026-7-4,1555588864,04680654253838,Куртка NortFolk,433590Y21N 18/18 56,,,10640.000000,0.000000,11350.000000,0.000000,0.000000,0.000000,10640.000000,1,10555.200000,0.000000,11434.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
17,0.480000,35800.000000,41375146-0174-1,2026-7-21,1581566430,04650644204560,Парка Shark Force,SU19757 BF42 52,,,17068.000000,170.680000,18561.320000,0.000000,0.000000,0.000000,17068.000000,1,17184.000000,0.000000,18616.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
18,0.480000,29900.000000,99987807-0266-1,2026-7-5,1581571396,04650644204720,Парка Shark Force,SU19757 100 52,,,13742.000000,137.420000,16020.580000,0.000000,0.000000,0.000000,13742.000000,1,14352.000000,0.000000,15548.000000,13742.000000,137.420000,16020.580000,0.000000,0.000000,0.000000,13742.000000,1,14352.000000,0.000000,15548.000000
19,0.480000,16800.000000,0122909975-0169-1,2026-7-21,1582974547,04680654252091,Куртка City Classic,429340Y21C 36 48,,,7942.000000,79.420000,8778.580000,0.000000,0.000000,0.000000,7942.000000,1,8064.000000,0.000000,8736.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
20,0.480000,21990.000000,52848636-0076-1,2026-7-18,1583520610,04680654253593,Куртка NortFolk,433590Y21N 99/18 48,,,11113.000000,0.000000,10877.000000,0.000000,0.000000,0.000000,11113.000000,1,10555.200000,0.000000,11434.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
21,0.460000,23990.000000,71500608-0160-1,2026-6-29,1601327669,04680654254361,Куртка NortFolk,433590Y21NB 225/21 62,,,10425.000000,104.250000,13460.750000,0.000000,0.000000,0.000000,10425.000000,1,11035.400000,0.000000,12954.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
22,0.480000,19950.000000,0185488783-0009-1,2026-7-17,1642731707,04680654250790,Куртка NortFolk,427340Y15N 255 52,,,9842.000000,98.420000,10009.580000,0.000000,0.000000,0.000000,9842.000000,1,9576.000000,0.000000,10374.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
23,0.480000,19950.000000,34515349-0238-1,2026-7-12,1642731753,04680654250806,Куртка NortFolk,427340Y15N 255 54,,,8289.000000,82.890000,11578.110000,0.000000,0.000000,0.000000,8289.000000,1,9576.000000,0.000000,10374.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
24,0.480000,19950.000000,16868546-2311-1,2026-7-24,1642735178,04680654250981,Куртка NortFolk,427340Y15N 100 58,,,9448.000000,94.480000,10407.520000,0.000000,0.000000,0.000000,9448.000000,1,9576.000000,0.000000,10374.000000,9448.000000,94.480000,10407.520000,0.000000,0.000000,0.000000,9448.000000,1,9576.000000,0.000000,10374.000000
25,0.480000,19950.000000,0127759415-0884-1,2026-7-7,1642735178,04680654250981,Куртка NortFolk,427340Y15N 100 58,,,9058.000000,90.580000,10801.420000,0.000000,0.000000,0.000000,9058.000000,1,9576.000000,0.000000,10374.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
26,0.480000,17900.000000,0128368289-0381-3,2026-7-5,1642735262,04680654250943,Куртка NortFolk,427340Y15N 100 50,,,7144.000000,71.440000,10684.560000,0.000000,0.000000,0.000000,7144.000000,1,8592.000000,0.000000,9308.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
27,0.480000,19950.000000,0123594830-0461-1,2026-7-19,1642735267,04680654250936,Куртка NortFolk,427340Y15N 100 48,,,9277.000000,92.770000,10580.230000,0.000000,0.000000,0.000000,9277.000000,1,9576.000000,0.000000,10374.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
28,0.480000,17900.000000,44370588-0442-2,2026-7-6,1642735463,04680654250950,Куртка NortFolk,427340Y15N 100 52,,,7632.000000,76.320000,10191.680000,0.000000,0.000000,0.000000,7632.000000,1,8592.000000,0.000000,9308.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
29,0.480000,17900.000000,0122908676-0133-1,2026-7-5,1642748955,04680654250905,Куртка NortFolk,427340Y15N 159-23 58,,,6736.000000,67.360000,11096.640000,0.000000,0.000000,0.000000,6736.000000,1,8592.000000,0.000000,9308.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
30,0.480000,11350.000000,0266096493-0006-1,2026-7-21,1642793021,04660227548301,Жилет утепленный NortFolk ВЕСНА 2026  Жилетка мужская утепленные стеганая  ,780951N11NJ 206 50,,,4892.380000,48.920000,6408.700000,0.000000,0.000000,0.000000,4892.380000,1,5448.000000,0.000000,5902.000000,4892.380000,48.920000,6408.700000,0.000000,0.000000,0.000000,4892.380000,1,5448.000000,0.000000,5902.000000
31,0.480000,24900.000000,34662244-0214-1,2026-7-13,1648864879,04680654257140,Куртка NortFolk,626280Y20N 137 48,,,13298.000000,0.000000,11602.000000,0.000000,0.000000,0.000000,13298.000000,1,11952.000000,0.000000,12948.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
32,0.480000,25990.000000,28551583-2311-3,2026-7-16,1648943646,04640314114923,Пальто NortFolk,845790N20N 98 52,,,14040.000000,0.000000,11950.000000,0.000000,0.000000,0.000000,14040.000000,1,12475.200000,0.000000,13514.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
33,0.480000,25990.000000,28195087-0515-1,2026-7-19,1648943835,04640314114725,Пальто NortFolk,845790N20N 99 54,,,12815.000000,128.150000,13046.850000,0.000000,0.000000,0.000000,12815.000000,1,12475.200000,0.000000,13514.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
34,0.460000,16800.000000,92887840-0465-1,2026-6-26,1648968411,04640314115944,Куртка NortFolk,860790Y21C 24-1 54,,,7638.500000,76.390000,9085.110000,0.000000,0.000000,0.000000,7638.500000,1,7728.000000,0.000000,9072.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
35,0.480000,25800.000000,29972453-1068-1,2026-7-5,1670400573,04640314039899,Парка Shark Force,924D151U-FN FN42 48,,,12579.000000,0.000000,13221.000000,0.000000,0.000000,0.000000,12579.000000,1,12384.000000,0.000000,13416.000000,12579.000000,0.000000,13221.000000,0.000000,0.000000,0.000000,12579.000000,1,12384.000000,0.000000,13416.000000
36,0.480000,25800.000000,99987807-0267-1,2026-7-5,1670400587,04640314039837,Парка Shark Force,924D151U-FN FN152 50,,,11307.000000,113.070000,14379.930000,0.000000,0.000000,0.000000,11307.000000,1,12384.000000,0.000000,13416.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
37,0.480000,19950.000000,0183735312-0622-2,2026-7-23,1728328269,04680654251100,Куртка NortFolk,427340Y15N 99 50,,,9813.000000,0.000000,10137.000000,0.000000,0.000000,0.000000,9813.000000,1,9576.000000,0.000000,10374.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
38,0.480000,11920.000000,44036419-0154-1,2026-7-9,1839090967,04660426040897,Жилет утепленный City Classic Жилетки женские стеганные на синтепухе Весна 2026,031820N11CJ 99 58,,,5307.000000,53.070000,6559.930000,0.000000,0.000000,0.000000,5307.000000,1,5721.600000,0.000000,6198.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
39,0.480000,11990.000000,38218944-0297-1,2026-6-4,1839099254,04660426040743,Жилет утепленный City Classic Жилетки женские стеганные на синтепухе Весна 2026,031820N11CJ FS 44,,,5318.000000,53.180000,6618.820000,0.000000,0.000000,0.000000,5318.000000,1,5755.200000,0.000000,6234.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0.000000,0.000000,0.000000
